transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date
160,21-03-2023,05-01-2024,IDR,$58240.60,Income,Technology,Logistics,Zava,Bank Transfer,Sales,CC-011 ,Failed,INV-85327,02-08-2024,5/20/2024
161,29-04-2024,29-06-2024,ALL,$123132.49,Transfer,Technology,Logistics,Plajo,Credit Card,Support,CC-697 ,Posted,INV-99889,1/19/2023,8/14/2023
162,18-02-2024,29-03-2024,COP,$57856.62,Income,Marketing,Logistics,Buzzshare,Bank Transfer,Sales,CC-053 ,Reversed,INV-22109,8/13/2024,2/13/2024
163,02-08-2024,22-02-2023,MNT,$68600.36,Expense,Payroll,Salaries,Dazzlesphere,Cash,Support,CC-341 ,Pending,INV-49075,12/15/2024,02-07-2025
164,30-08-2024,02-11-2023,CNY,$154759.61,Income,Technology,Salaries,Devpulse,UPI,Marketing,CC-478 ,Posted,INV-14564,07-04-2023,11/22/2024
165,04-03-2024,23-08-2023,USD,$14618.92,Transfer,Sales,Advertising,Photolist,Bank Transfer,Support,CC-265 ,Reversed,INV-72012,01-07-2023,01-08-2023
166,27-01-2023,04-12-2023,PLN,$87236.57,Income,Sales,Cloud Services,Fivebridge,Credit Card,Accounting,CC-880 ,Posted,INV-61310,2/21/2025,09-04-2023
167,09-02-2024,07-04-2024,PAB,$-20473.46,Transfer,Administration,Salaries,Thoughtstorm,Bank Transfer,Engineering,CC-550 ,Reversed,INV-39890,2/21/2025,11-12-2023
168,01-07-2023,04-04-2024,RSD,$152020.95,Transfer,Marketing,Salaries,Quamba,Debit Card,Training,CC-455 ,Failed,INV-14300,10/23/2023,09-06-2024
169,29-04-2023,01-06-2024,RUB,$45205.89,Transfer,Operations,Logistics,Blogpad,Credit Card,Product Management,CC-531 ,Pending,INV-26349,11-07-2023,11-08-2023
170,02-05-2023,25-01-2024,EUR,$-4258.93,Income,Administration,Cloud Services,Vimbo,Cash,Sales,CC-968 ,Reversed,INV-78315,11-03-2023,3/23/2023
171,24-08-2023,08-01-2023,CNY,$121166.42,Income,Administration,Salaries,Feedfish,Debit Card,Sales,CC-930 ,Reversed,INV-72608,5/31/2024,9/26/2024
172,27-03-2023,29-08-2023,CNY,$174731.34,Transfer,Marketing,Salaries,Brightbean,Credit Card,Product Management,CC-943 ,Reversed,INV-60526,11/17/2023,11-12-2024
173,30-05-2023,31-05-2024,IDR,$9403.90,Transfer,Marketing,Salaries,Pixoboo,UPI,Sales,CC-646 ,Posted,INV-65077,3/20/2023,01-07-2024
174,16-02-2024,25-04-2023,CNY,$179804.34,Income,Payroll,Salaries,Yodel,UPI,Business Development,CC-013 ,Pending,INV-67199,2/23/2023,02-08-2024
175,09-04-2024,03-06-2024,MKD,$169769.51,Expense,Sales,Logistics,Agivu,Bank Transfer,Accounting,CC-976 ,Failed,INV-37367,9/17/2023,7/22/2024
176,30-08-2023,26-03-2024,CUP,$188023.71,Transfer,Administration,Salaries,Meemm,UPI,Product Management,CC-514 ,Pending,INV-52608,7/27/2023,2/13/2023
177,19-03-2023,05-11-2024,RUB,$195077.60,Income,Payroll,Rent,Yakitri,Bank Transfer,Training,CC-897 ,Pending,INV-16803,9/22/2024,08-04-2023
178,06-12-2023,14-10-2024,RUB,$157831.71,Transfer,Marketing,Rent,Twitterlist,Bank Transfer,Training,CC-391 ,Reversed,INV-61086,2/13/2023,4/22/2024
179,11-10-2024,07-05-2023,EUR,$-36176.01,Transfer,Marketing,Rent,Jazzy,Credit Card,Product Management,CC-662 ,Reversed,INV-26808,12/16/2023,01-07-2023
180,25-05-2023,09-02-2024,CAD,$60183.35,Income,Operations,Cloud Services,Realblab,Credit Card,Business Development,CC-797 ,Posted,INV-52486,04-02-2023,5/15/2023
181,12-10-2024,15-06-2023,BRL,$26631.78,Income,Payroll,Logistics,Reallinks,Credit Card,Research and Development,CC-778 ,Failed,INV-54012,11-03-2024,11-10-2024
182,22-02-2023,15-05-2024,CNY,$120428.86,Transfer,Operations,Rent,Voonyx,Bank Transfer,Product Management,CC-802 ,Failed,INV-63195,08-12-2023,10-06-2024
183,18-02-2024,14-03-2024,EUR,$19267.82,Income,Sales,Advertising,Skiptube,Credit Card,Human Resources,CC-767 ,Posted,INV-67074,08-11-2023,10/13/2023
184,06-03-2023,15-03-2023,RUB,$6120.40,Transfer,Payroll,Logistics,Avaveo,Credit Card,Legal,CC-278 ,Posted,INV-81403,8/13/2023,6/16/2024
185,18-03-2023,22-08-2024,CNY,$-17248.76,Expense,Technology,Cloud Services,Wordify,Bank Transfer,Engineering,CC-571 ,Failed,INV-61914,1/29/2024,1/14/2025
186,03-03-2024,12-03-2024,UYU,$14952.67,Transfer,Sales,Cloud Services,Kazio,Cash,Legal,CC-923 ,Posted,INV-63554,12/27/2024,9/27/2023
187,28-12-2024,29-11-2023,IDR,$149051.17,Income,Sales,Logistics,Brainverse,Debit Card,Training,CC-835 ,Posted,INV-75890,8/28/2023,4/25/2023
188,02-06-2023,26-12-2024,RUB,$68190.91,Income,Technology,Logistics,Lajo,Cash,Product Management,CC-780 ,Posted,INV-85329,2/16/2023,2/24/2025
189,05-09-2023,09-02-2023,NIO,$-49016.89,Transfer,Payroll,Advertising,Eire,Cash,Product Management,CC-488 ,Pending,INV-67984,4/13/2024,9/25/2024
190,09-03-2024,,GMD,$181971.95,Income,Marketing,Cloud Services,Fliptune,Bank Transfer,Legal,CC-667 ,Reversed,INV-21893,6/17/2023,04-02-2024
191,23-07-2023,04-08-2024,EUR,$169007.93,Income,Marketing,Logistics,Npath,UPI,Product Management,CC-120 ,Failed,INV-39420,07-05-2023,9/28/2024
192,22-03-2023,22-11-2023,ALL,$58980.30,Expense,Administration,Salaries,Fatz,Credit Card,Services,CC-089 ,Posted,INV-68119,04-04-2024,12/25/2023
193,10-09-2024,08-04-2023,CNY,$81131.02,Expense,Technology,Advertising,Quinu,Debit Card,Business Development,CC-182 ,Failed,INV-08904,10-12-2024,01-07-2025
194,01-09-2024,15-07-2024,THB,$92419.52,Income,Payroll,Advertising,Dabfeed,Cash,Engineering,CC-579 ,Failed,INV-41777,03-04-2025,3/23/2023
195,10-07-2023,15-02-2024,RUB,$94032.35,Income,Operations,Logistics,Browsedrive,Bank Transfer,Training,CC-206 ,Reversed,INV-42394,02-03-2024,03-08-2024
196,28-05-2024,16-10-2024,IDR,$93353.97,Expense,Payroll,Logistics,Yakijo,Credit Card,Support,CC-955 ,Pending,INV-58843,2/15/2025,3/22/2025
197,30-06-2024,09-03-2023,RUB,$60271.71,Income,Administration,Cloud Services,Jatri,UPI,Marketing,CC-576 ,Reversed,INV-60357,3/31/2023,3/20/2025
198,24-03-2024,12-11-2023,NGN,$-7909.99,Expense,Technology,Cloud Services,Twitterbridge,Debit Card,Services,CC-028 ,Pending,INV-19402,05-11-2024,2/14/2024
199,14-07-2024,20-02-2024,HUF,$47731.00,Transfer,Technology,Logistics,Voomm,Bank Transfer,Support,CC-524 ,Reversed,INV-34734,2/24/2024,12/15/2024
200,23-03-2024,08-07-2023,PHP,$191170.22,Transfer,Administration,Rent,Livetube,Cash,Human Resources,CC-298 ,Posted,INV-62365,12/19/2024,2/16/2023
201,01-05-2024,22-10-2023,CNY,$174537.94,Transfer,Marketing,Software Subscriptions,InnoZ,UPI,Accounting,CC-522 ,Failed,INV-75960,2/23/2024,08-12-2023
202,20-05-2024,27-12-2023,IDR,$180424.43,Transfer,Operations,Rent,Jayo,UPI,Engineering,CC-295 ,Pending,INV-37906,01-06-2024,04-12-2023
203,09-04-2023,26-12-2024,PHP,$94462.09,Expense,Technology,Rent,Skibox,Credit Card,Legal,CC-159 ,Posted,INV-25012,01-09-2023,6/19/2024
204,11-08-2023,,GBP,$139067.80,Transfer,Sales,Logistics,Avamm,Bank Transfer,Accounting,CC-239 ,Failed,INV-43448,8/21/2023,02-06-2023
205,23-04-2023,08-03-2023,EUR,$17478.25,Income,Sales,Software Subscriptions,Roombo,Debit Card,Human Resources,CC-502 ,Posted,INV-91697,11/13/2023,08-09-2023
206,11-02-2023,14-02-2023,CNY,$119214.81,Transfer,Administration,Salaries,Meembee,Cash,Marketing,CC-698 ,Failed,INV-31835,8/16/2023,12-01-2024
207,29-09-2024,16-08-2024,SYP,$157011.22,Expense,Payroll,Rent,Twitternation,UPI,Legal,CC-411 ,Reversed,INV-38247,6/13/2024,3/13/2025
208,28-07-2024,15-05-2023,CNY,$189611.57,Transfer,Technology,Salaries,Shuffledrive,UPI,Research and Development,CC-074 ,Pending,INV-25422,7/24/2023,12-11-2023
209,11-06-2024,09-02-2024,ALL,$-7039.45,Income,Payroll,Cloud Services,Browsecat,Debit Card,Product Management,CC-300 ,Reversed,INV-42967,01-10-2023,3/24/2025
210,21-03-2024,29-04-2023,MAD,$170008.05,Expense,Sales,Salaries,Lajo,Credit Card,Legal,CC-631 ,Failed,INV-80295,06-12-2023,04-05-2024
211,16-07-2024,30-09-2023,RUB,$190810.05,Transfer,Sales,Salaries,Podcat,Bank Transfer,Engineering,CC-236 ,Pending,INV-71388,11-01-2024,8/25/2023
212,13-09-2024,24-06-2024,CNY,$-35550.96,Income,Marketing,Logistics,Zoozzy,Cash,Business Development,CC-912 ,Failed,INV-92854,12-04-2023,7/26/2023
213,26-08-2023,26-09-2024,IDR,$68423.31,Income,Technology,Cloud Services,Trudoo,UPI,Marketing,CC-612 ,Posted,INV-65998,02-09-2023,04-07-2023
214,08-06-2024,,CNY,$121833.38,Transfer,Marketing,Cloud Services,Omba,UPI,Services,CC-098 ,Failed,INV-42748,04-12-2023,4/29/2024
215,17-12-2024,28-03-2024,ILS,$52622.66,Income,Marketing,Rent,Yozio,Cash,Support,CC-082 ,Pending,INV-70282,7/31/2024,03-06-2023
216,15-02-2023,14-02-2024,CNY,$93080.53,Income,Operations,Salaries,Oyoyo,Debit Card,Accounting,CC-665 ,Pending,INV-56362,07-04-2023,07-11-2023
217,16-10-2024,18-12-2024,PEN,$74452.00,Income,Technology,Cloud Services,Browsetype,Debit Card,Legal,CC-732 ,Failed,INV-04691,09-06-2024,2/18/2025
218,31-08-2023,01-10-2024,IDR,$119707.30,Income,Technology,Salaries,Demizz,Cash,Support,CC-488 ,Reversed,INV-88978,6/22/2024,7/29/2024
219,26-09-2024,30-06-2024,RUB,$107431.67,Transfer,Technology,Logistics,Twimm,UPI,Research and Development,CC-846 ,Posted,INV-50941,01-05-2024,11-09-2023
220,07-08-2024,06-04-2023,UGX,$10714.44,Income,Technology,Advertising,Linklinks,Cash,Support,CC-242 ,Pending,INV-05981,11/15/2023,09-04-2023
221,02-01-2023,07-08-2023,KES,$-15341.36,Income,Marketing,Logistics,Meedoo,Cash,Human Resources,CC-826 ,Reversed,INV-52666,8/25/2023,3/14/2024
222,23-08-2023,,PLN,$91663.23,Transfer,Sales,Salaries,Linklinks,Cash,Research and Development,CC-835 ,Posted,INV-57111,1/29/2023,1/29/2023
223,27-12-2024,18-09-2023,CZK,$-32088.16,Expense,Sales,Software Subscriptions,Mita,Bank Transfer,Research and Development,CC-338 ,Reversed,INV-63361,8/31/2024,1/14/2024
224,22-05-2023,05-04-2024,GTQ,$153486.01,Income,Technology,Salaries,Jaloo,Debit Card,Training,CC-629 ,Pending,INV-22951,01-05-2024,3/17/2024
225,19-12-2023,19-06-2024,SEK,$54464.35,Income,Operations,Advertising,Mudo,Bank Transfer,Legal,CC-263 ,Pending,INV-30621,5/17/2024,12/27/2023
226,02-09-2024,,USD,$198109.79,Income,Payroll,Logistics,Twitterbridge,Bank Transfer,Research and Development,CC-694 ,Reversed,INV-74208,3/26/2024,3/26/2024
227,12-04-2024,,EUR,$189111.97,Transfer,Operations,Software Subscriptions,Kayveo,UPI,Legal,CC-714 ,Reversed,INV-19451,03-07-2025,3/16/2023
228,23-10-2024,29-10-2024,EUR,$143.53,Income,Sales,Salaries,Zoomlounge,Debit Card,Services,CC-432 ,Reversed,INV-22620,3/18/2024,01-07-2025
229,29-10-2023,29-02-2024,MXN,$119136.15,Expense,Administration,Cloud Services,Photobean,UPI,Marketing,CC-333 ,Pending,INV-10435,10/29/2023,6/17/2023
230,04-08-2023,17-08-2024,EUR,$12179.76,Expense,Sales,Software Subscriptions,Fivechat,Bank Transfer,Sales,CC-166 ,Pending,INV-81498,4/19/2023,4/26/2023
231,16-08-2024,29-08-2023,NGN,$53737.39,Transfer,Marketing,Logistics,Fanoodle,Debit Card,Marketing,CC-978 ,Failed,INV-66542,01-06-2025,1/14/2024
232,21-11-2023,23-10-2024,IRR,$63009.47,Income,Administration,Cloud Services,Oyonder,Credit Card,Engineering,CC-952 ,Failed,INV-36458,06-10-2023,5/30/2023
233,18-05-2023,08-12-2023,CNY,$142947.09,Expense,Technology,Salaries,Rhyzio,Bank Transfer,Marketing,CC-030 ,Failed,INV-64646,9/17/2023,05-07-2023
234,16-07-2024,11-11-2023,PHP,$-42450.90,Income,Administration,Cloud Services,Twimm,Credit Card,Services,CC-013 ,Posted,INV-96728,09-10-2024,02-03-2025
235,04-01-2024,24-09-2024,PLN,$68099.33,Income,Operations,Rent,Gigabox,Debit Card,Research and Development,CC-527 ,Posted,INV-32904,6/27/2024,08-12-2024
236,04-02-2023,05-07-2024,USD,$-43096.08,Expense,Technology,Logistics,Realpoint,Credit Card,Support,CC-592 ,Posted,INV-42582,03-02-2025,02-05-2025
237,11-08-2023,23-10-2023,CNY,$64746.64,Income,Operations,Logistics,Kare,Cash,Legal,CC-951 ,Failed,INV-10350,12/28/2024,05-09-2024
238,09-06-2023,22-05-2024,PHP,$53099.13,Transfer,Technology,Logistics,Digitube,Debit Card,Services,CC-710 ,Pending,INV-06770,08-07-2023,3/27/2023
239,13-06-2024,20-10-2024,IDR,$131264.32,Transfer,Operations,Software Subscriptions,Skyvu,Cash,Research and Development,CC-561 ,Reversed,INV-52128,10/17/2023,12-04-2024
240,09-01-2024,29-06-2024,IDR,$-22942.13,Transfer,Marketing,Logistics,Yoveo,Bank Transfer,Legal,CC-472 ,Failed,INV-96803,08-03-2024,3/28/2023
241,19-03-2023,05-08-2024,SEK,$121058.25,Transfer,Technology,Software Subscriptions,Plambee,Debit Card,Services,CC-203 ,Reversed,INV-51906,12/18/2024,1/13/2023
242,28-12-2024,25-10-2024,CNY,$-4628.27,Transfer,Administration,Advertising,Tanoodle,Debit Card,Marketing,CC-842 ,Reversed,INV-16378,6/17/2024,5/31/2024
243,16-12-2024,19-12-2024,VEF,$156103.37,Transfer,Payroll,Cloud Services,Blogtag,Cash,Services,CC-596 ,Pending,INV-60841,1/16/2023,03-01-2024
244,23-09-2023,13-08-2023,RSD,$-44166.72,Transfer,Payroll,Logistics,Cogibox,UPI,Engineering,CC-120 ,Reversed,INV-52603,1/18/2025,06-02-2023
245,03-07-2024,14-05-2023,PHP,$14369.53,Transfer,Technology,Cloud Services,Wikivu,Debit Card,Product Management,CC-665 ,Failed,INV-01007,3/14/2024,3/21/2023
246,30-03-2024,15-07-2023,CNY,$67557.42,Expense,Payroll,Salaries,Thoughtbridge,Debit Card,Business Development,CC-405 ,Failed,INV-99980,3/21/2023,08-12-2023
247,08-12-2023,07-02-2023,SEK,$-19063.37,Expense,Payroll,Rent,Centimia,Debit Card,Sales,CC-894 ,Failed,INV-46787,03-02-2025,7/30/2023
248,28-11-2024,02-01-2024,CNY,$83859.98,Expense,Administration,Rent,Skalith,Cash,Engineering,CC-255 ,Posted,INV-02292,07-03-2024,9/24/2024
249,07-06-2024,19-06-2024,PHP,$107926.40,Income,Marketing,Advertising,Thoughtstorm,Debit Card,Services,CC-082 ,Pending,INV-33867,4/30/2024,2/19/2025
250,30-06-2023,10-05-2023,PEN,$165951.87,Expense,Payroll,Rent,Eabox,Cash,Training,CC-878 ,Pending,INV-74422,3/22/2024,09-05-2024
251,30-09-2023,30-09-2024,PEN,$88645.68,Transfer,Marketing,Software Subscriptions,Avamm,Credit Card,Sales,CC-826 ,Pending,INV-34649,4/30/2023,05-02-2024
252,24-10-2023,19-10-2024,ZAR,$25368.78,Transfer,Operations,Logistics,Divape,Debit Card,Business Development,CC-199 ,Reversed,INV-17634,06-04-2024,12/20/2023
253,16-02-2023,03-03-2024,JPY,$23329.14,Expense,Technology,Advertising,Camido,Credit Card,Support,CC-675 ,Failed,INV-80208,11/17/2024,09-10-2023
254,01-12-2024,21-01-2024,EUR,$61986.32,Income,Administration,Software Subscriptions,Dabvine,Bank Transfer,Training,CC-493 ,Posted,INV-10045,11/30/2024,2/22/2025
255,26-09-2023,29-02-2024,EUR,$127439.47,Expense,Operations,Rent,Plajo,Cash,Services,CC-026 ,Posted,INV-87417,6/26/2024,5/15/2023
256,20-07-2023,31-03-2024,CNY,$95770.02,Expense,Payroll,Software Subscriptions,Livetube,UPI,Research and Development,CC-709 ,Pending,INV-54880,05-09-2024,3/22/2023
257,27-08-2024,17-07-2024,CNY,$71335.41,Income,Payroll,Software Subscriptions,Trilith,Debit Card,Engineering,CC-689 ,Posted,INV-46487,5/18/2023,3/13/2024
258,07-06-2024,13-09-2023,EUR,$-36995.83,Expense,Payroll,Advertising,Jetwire,Cash,Legal,CC-917 ,Reversed,INV-56988,09-06-2023,10/19/2024
259,29-01-2024,04-05-2023,CNY,$185973.08,Income,Operations,Cloud Services,Vinder,UPI,Legal,CC-032 ,Reversed,INV-26389,10-12-2024,11/30/2023
260,04-11-2024,,CNY,$49877.64,Expense,Marketing,Cloud Services,Zooxo,UPI,Services,CC-203 ,Reversed,INV-08583,11/26/2023,3/14/2024
261,29-10-2023,09-04-2023,CNY,$6517.82,Transfer,Sales,Cloud Services,Vitz,Cash,Legal,CC-144 ,Pending,INV-01670,04-05-2024,4/19/2024
262,05-05-2024,11-06-2024,JPY,$127977.52,Transfer,Payroll,Rent,Browsetype,Credit Card,Support,CC-378 ,Pending,INV-16224,09-03-2023,2/15/2025
263,21-10-2023,13-01-2023,RUB,$119034.93,Expense,Payroll,Cloud Services,Quimba,Debit Card,Services,CC-963 ,Failed,INV-13867,10-09-2024,8/27/2024
264,22-04-2024,10-03-2023,SEK,$134298.91,Expense,Sales,Cloud Services,Dabjam,Bank Transfer,Training,CC-288 ,Pending,INV-00259,4/20/2023,4/30/2023
265,27-10-2024,30-10-2024,MYR,$117677.73,Income,Payroll,Logistics,Twitternation,UPI,Accounting,CC-968 ,Posted,INV-86606,02-01-2024,3/29/2024
266,11-08-2024,05-01-2024,BRL,$-13350.32,Income,Payroll,Cloud Services,Topiclounge,Credit Card,Accounting,CC-197 ,Failed,INV-29840,05-09-2024,2/16/2023
267,16-06-2024,27-12-2024,CZK,$-42580.98,Expense,Technology,Logistics,Mydeo,Credit Card,Human Resources,CC-694 ,Failed,INV-81738,1/13/2025,11/25/2024
268,09-02-2024,02-09-2024,RUB,$29312.80,Transfer,Technology,Advertising,Youopia,Debit Card,Training,CC-527 ,Pending,INV-63832,2/24/2023,1/28/2025
269,02-12-2023,11-03-2023,JPY,$-23194.99,Transfer,Payroll,Rent,Flashpoint,Bank Transfer,Sales,CC-063 ,Pending,INV-28347,05-11-2024,1/21/2024
270,08-06-2024,23-10-2023,EUR,$198694.38,Transfer,Marketing,Logistics,Eare,Cash,Support,CC-715 ,Reversed,INV-16250,7/26/2024,3/27/2023
271,13-03-2023,04-08-2024,SEK,$16465.78,Income,Technology,Software Subscriptions,Flashdog,Cash,Support,CC-313 ,Pending,INV-37040,02-05-2023,01-03-2023
272,07-08-2023,09-12-2024,EUR,$187362.47,Transfer,Payroll,Software Subscriptions,Skipfire,Cash,Marketing,CC-211 ,Pending,INV-30372,07-04-2023,02-10-2025
273,28-03-2024,05-10-2023,IDR,$84094.64,Income,Payroll,Logistics,Ntags,Bank Transfer,Engineering,CC-921 ,Failed,INV-15074,2/24/2024,10/13/2024
274,04-07-2023,27-06-2024,CNY,$21324.50,Expense,Administration,Logistics,Eazzy,UPI,Services,CC-743 ,Failed,INV-14364,09-03-2024,9/13/2024
275,20-09-2024,24-01-2023,CNY,$28944.77,Transfer,Payroll,Rent,Bluejam,UPI,Research and Development,CC-244 ,Posted,INV-91139,3/31/2024,08-08-2024
276,24-09-2024,,IDR,$85421.57,Income,Sales,Logistics,Rhycero,Credit Card,Accounting,CC-047 ,Posted,INV-38537,10/26/2023,2/16/2023
277,23-06-2024,26-12-2023,IDR,$35142.77,Income,Payroll,Software Subscriptions,Eimbee,Cash,Engineering,CC-293 ,Failed,INV-37301,4/24/2024,2/28/2023
278,25-07-2024,26-01-2023,IDR,$40416.53,Income,Administration,Cloud Services,Blognation,Bank Transfer,Training,CC-075 ,Pending,INV-52467,1/24/2025,4/25/2023
279,17-08-2024,12-09-2024,PEN,$117734.24,Transfer,Technology,Advertising,Linkbridge,Bank Transfer,Sales,CC-858 ,Failed,INV-00172,10-09-2023,10-06-2024
280,11-05-2023,27-10-2024,THB,$25438.06,Expense,Payroll,Cloud Services,Linkbuzz,Bank Transfer,Sales,CC-454 ,Failed,INV-58044,09-05-2024,2/17/2025
281,31-05-2023,26-11-2023,IDR,$172390.97,Income,Technology,Logistics,Fadeo,Bank Transfer,Sales,CC-013 ,Posted,INV-50124,09-08-2024,11/14/2023
282,04-06-2023,15-10-2024,CZK,$38953.70,Expense,Technology,Salaries,Trudeo,Cash,Training,CC-536 ,Failed,INV-87210,5/18/2023,02-03-2023
283,07-07-2024,,PHP,$194983.34,Income,Technology,Salaries,Flashspan,Credit Card,Training,CC-151 ,Posted,INV-99451,11-10-2024,4/18/2023
284,21-05-2024,03-04-2024,EUR,$183405.76,Transfer,Technology,Software Subscriptions,Geba,Bank Transfer,Legal,CC-526 ,Pending,INV-53160,10/14/2024,03-08-2024
285,18-04-2023,15-07-2023,HTG,$121477.40,Expense,Technology,Cloud Services,Skidoo,Debit Card,Marketing,CC-557 ,Reversed,INV-39119,12-03-2023,9/16/2023
286,17-05-2023,27-08-2023,BOB,$97017.96,Transfer,Marketing,Software Subscriptions,Aivee,Debit Card,Business Development,CC-646 ,Failed,INV-61674,4/25/2023,01-04-2023
287,16-04-2023,,EUR,$-40947.90,Income,Administration,Software Subscriptions,Yata,Debit Card,Legal,CC-799 ,Reversed,INV-24954,7/13/2023,12-10-2023
288,11-03-2024,01-02-2024,CUP,$18916.52,Transfer,Operations,Software Subscriptions,Edgeblab,Bank Transfer,Marketing,CC-899 ,Failed,INV-17481,01-03-2025,05-07-2023
289,08-08-2023,10-06-2024,EUR,$184601.66,Transfer,Sales,Logistics,Vipe,UPI,Sales,CC-557 ,Failed,INV-62185,03-06-2023,12/13/2024
290,08-02-2024,31-03-2024,EUR,$52847.21,Income,Sales,Rent,Mybuzz,Cash,Legal,CC-298 ,Failed,INV-48306,9/13/2024,05-05-2024
291,28-01-2023,06-09-2023,KMF,$179069.18,Income,Sales,Salaries,Voonix,UPI,Engineering,CC-177 ,Reversed,INV-96329,3/13/2023,3/15/2025
292,12-06-2023,,CZK,$125895.08,Income,Payroll,Rent,Cogidoo,Credit Card,Human Resources,CC-325 ,Pending,INV-38533,07-03-2024,5/17/2023
293,05-11-2023,16-03-2023,THB,$1617.64,Transfer,Administration,Salaries,Vinte,UPI,Legal,CC-560 ,Posted,INV-30021,11/28/2024,4/27/2024
294,20-04-2023,04-04-2023,CNY,$-39200.97,Transfer,Administration,Rent,Skiba,Debit Card,Marketing,CC-134 ,Posted,INV-19677,07-03-2024,05-06-2024
295,20-05-2023,23-04-2024,COP,$163908.96,Expense,Operations,Rent,Blogpad,Cash,Product Management,CC-597 ,Reversed,INV-38527,10/16/2023,3/19/2024
296,10-12-2024,17-03-2023,BRL,$104205.20,Transfer,Payroll,Rent,Brainbox,Bank Transfer,Marketing,CC-577 ,Posted,INV-21002,9/23/2023,07-03-2023
297,08-11-2024,17-02-2024,USD,$-17329.94,Income,Administration,Software Subscriptions,Rooxo,Bank Transfer,Engineering,CC-850 ,Reversed,INV-09521,03-02-2023,10-12-2023
298,04-10-2023,18-09-2023,RUB,$123774.27,Transfer,Payroll,Advertising,DabZ,Credit Card,Business Development,CC-094 ,Pending,INV-98444,10-04-2024,3/13/2025
299,02-07-2024,19-05-2024,IDR,$91584.14,Transfer,Marketing,Salaries,Leenti,Cash,Services,CC-983 ,Reversed,INV-06965,3/16/2025,1/29/2025
300,27-07-2024,02-01-2023,CNY,$9605.19,Expense,Marketing,Logistics,Vidoo,Bank Transfer,Business Development,CC-384 ,Posted,INV-30516,01-05-2025,6/28/2024
301,19-03-2024,08-12-2023,HRK,$109444.84,Expense,Marketing,Cloud Services,Skyndu,Cash,Product Management,CC-974 ,Posted,INV-35619,08-09-2024,11/13/2024
302,30-10-2023,12-03-2023,AFN,$58026.63,Transfer,Marketing,Cloud Services,Quire,Bank Transfer,Business Development,CC-712 ,Posted,INV-86991,05-09-2024,3/24/2023
303,03-07-2024,28-04-2023,JPY,$-49251.35,Income,Administration,Software Subscriptions,Centizu,Credit Card,Marketing,CC-856 ,Pending,INV-49377,12/18/2023,04-02-2024
304,12-08-2024,23-01-2024,EUR,$150290.80,Transfer,Marketing,Software Subscriptions,Yamia,Bank Transfer,Support,CC-678 ,Pending,INV-96973,06-11-2024,04-04-2023
305,02-11-2024,31-01-2024,THB,$74691.36,Expense,Marketing,Software Subscriptions,Mybuzz,Cash,Business Development,CC-346 ,Pending,INV-18605,02-10-2024,2/22/2023
306,02-03-2024,19-01-2024,CLP,$56920.79,Expense,Technology,Cloud Services,Devcast,Bank Transfer,Sales,CC-729 ,Failed,INV-34617,10/14/2024,9/21/2023
