transaction_id,transaction_date,posting_date,currency,amount,transaction_type,category,sub_category,counterparty,payment_method,department,cost_center,transaction_status, invoice_id,due_date,settlement_date,expense
159,05-06-2024,20-06-2024,IDR,36325.53,Income,Technology,Rent,Skibox,Credit Card,Sales,CC-215 ,Posted,INV-85928,30-04-2024,19-01-2024,0
160,21-03-2023,05-01-2024,IDR,58240.6,Income,Technology,Logistics,Zava,Bank Transfer,Sales,CC-011 ,Failed,INV-85327,02-08-2024,20-05-2024,0
161,29-04-2024,29-06-2024,ALL,123132.49,Transfer,Technology,Logistics,Plajo,Credit Card,Support,CC-697 ,Posted,INV-99889,19-01-2023,14-08-2023,0
162,18-02-2024,29-03-2024,COP,57856.62,Income,Marketing,Logistics,Buzzshare,Bank Transfer,Sales,CC-053 ,Reversed,INV-22109,13-08-2024,13-02-2024,0
163,02-08-2024,22-02-2023,MNT,68600.36,Expense,Payroll,Salaries,Dazzlesphere,Cash,Support,CC-341 ,Pending,INV-49075,15-12-2024,07-02-2025,0
164,30-08-2024,02-11-2023,CNY,154759.61,Income,Technology,Salaries,Devpulse,UPI,Marketing,CC-478 ,Posted,INV-14564,07-04-2023,22-11-2024,0
165,04-03-2024,23-08-2023,USD,14618.92,Transfer,Sales,Advertising,Photolist,Bank Transfer,Support,CC-265 ,Reversed,INV-72012,01-07-2023,08-01-2023,0
166,27-01-2023,04-12-2023,PLN,87236.57,Income,Sales,Cloud Services,Fivebridge,Credit Card,Accounting,CC-880 ,Posted,INV-61310,21-02-2025,04-09-2023,0
167,09-02-2024,07-04-2024,PAB,0,Transfer,Administration,Salaries,Thoughtstorm,Bank Transfer,Engineering,CC-550 ,Reversed,INV-39890,21-02-2025,12-11-2023,20473.46
168,01-07-2023,04-04-2024,RSD,152020.95,Transfer,Marketing,Salaries,Quamba,Debit Card,Training,CC-455 ,Failed,INV-14300,23-10-2023,06-09-2024,0
169,29-04-2023,01-06-2024,RUB,45205.89,Transfer,Operations,Logistics,Blogpad,Credit Card,Product Management,CC-531 ,Pending,INV-26349,11-07-2023,08-11-2023,0
170,02-05-2023,25-01-2024,EUR,0,Income,Administration,Cloud Services,Vimbo,Cash,Sales,CC-968 ,Reversed,INV-78315,11-03-2023,23-03-2023,4258.93
171,24-08-2023,08-01-2023,CNY,121166.42,Income,Administration,Salaries,Feedfish,Debit Card,Sales,CC-930 ,Reversed,INV-72608,31-05-2024,26-09-2024,0
172,27-03-2023,29-08-2023,CNY,174731.34,Transfer,Marketing,Salaries,Brightbean,Credit Card,Product Management,CC-943 ,Reversed,INV-60526,17-11-2023,12-11-2024,0
173,30-05-2023,31-05-2024,IDR,9403.9,Transfer,Marketing,Salaries,Pixoboo,UPI,Sales,CC-646 ,Posted,INV-65077,20-03-2023,07-01-2024,0
174,16-02-2024,25-04-2023,CNY,179804.34,Income,Payroll,Salaries,Yodel,UPI,Business Development,CC-013 ,Pending,INV-67199,23-02-2023,08-02-2024,0
175,09-04-2024,03-06-2024,MKD,169769.51,Expense,Sales,Logistics,Agivu,Bank Transfer,Accounting,CC-976 ,Failed,INV-37367,17-09-2023,22-07-2024,0
176,30-08-2023,26-03-2024,CUP,188023.71,Transfer,Administration,Salaries,Meemm,UPI,Product Management,CC-514 ,Pending,INV-52608,27-07-2023,13-02-2023,0
177,19-03-2023,05-11-2024,RUB,195077.6,Income,Payroll,Rent,Yakitri,Bank Transfer,Training,CC-897 ,Pending,INV-16803,22-09-2024,04-08-2023,0
178,06-12-2023,14-10-2024,RUB,157831.71,Transfer,Marketing,Rent,Twitterlist,Bank Transfer,Training,CC-391 ,Reversed,INV-61086,13-02-2023,22-04-2024,0
179,11-10-2024,07-05-2023,EUR,0,Transfer,Marketing,Rent,Jazzy,Credit Card,Product Management,CC-662 ,Reversed,INV-26808,16-12-2023,07-01-2023,36176.01
180,25-05-2023,09-02-2024,CAD,60183.35,Income,Operations,Cloud Services,Realblab,Credit Card,Business Development,CC-797 ,Posted,INV-52486,04-02-2023,15-05-2023,0
181,12-10-2024,15-06-2023,BRL,26631.78,Income,Payroll,Logistics,Reallinks,Credit Card,Research and Development,CC-778 ,Failed,INV-54012,11-03-2024,10-11-2024,0
182,22-02-2023,15-05-2024,CNY,120428.86,Transfer,Operations,Rent,Voonyx,Bank Transfer,Product Management,CC-802 ,Failed,INV-63195,08-12-2023,06-10-2024,0
183,18-02-2024,14-03-2024,EUR,19267.82,Income,Sales,Advertising,Skiptube,Credit Card,Human Resources,CC-767 ,Posted,INV-67074,08-11-2023,13-10-2023,0
184,06-03-2023,15-03-2023,RUB,6120.4,Transfer,Payroll,Logistics,Avaveo,Credit Card,Legal,CC-278 ,Posted,INV-81403,13-08-2023,16-06-2024,0
185,18-03-2023,22-08-2024,CNY,0,Expense,Technology,Cloud Services,Wordify,Bank Transfer,Engineering,CC-571 ,Failed,INV-61914,29-01-2024,14-01-2025,17248.76
186,03-03-2024,12-03-2024,UYU,14952.67,Transfer,Sales,Cloud Services,Kazio,Cash,Legal,CC-923 ,Posted,INV-63554,27-12-2024,27-09-2023,0
187,28-12-2024,29-11-2023,IDR,149051.17,Income,Sales,Logistics,Brainverse,Debit Card,Training,CC-835 ,Posted,INV-75890,28-08-2023,25-04-2023,0
188,02-06-2023,26-12-2024,RUB,68190.91,Income,Technology,Logistics,Lajo,Cash,Product Management,CC-780 ,Posted,INV-85329,16-02-2023,24-02-2025,0
189,05-09-2023,09-02-2023,NIO,0,Transfer,Payroll,Advertising,Eire,Cash,Product Management,CC-488 ,Pending,INV-67984,13-04-2024,25-09-2024,49016.89
190,09-03-2024,,GMD,181971.95,Income,Marketing,Cloud Services,Fliptune,Bank Transfer,Legal,CC-667 ,Reversed,INV-21893,17-06-2023,02-04-2024,0
191,23-07-2023,04-08-2024,EUR,169007.93,Income,Marketing,Logistics,Npath,UPI,Product Management,CC-120 ,Failed,INV-39420,07-05-2023,28-09-2024,0
192,22-03-2023,22-11-2023,ALL,58980.3,Expense,Administration,Salaries,Fatz,Credit Card,Services,CC-089 ,Posted,INV-68119,04-04-2024,25-12-2023,0
193,10-09-2024,08-04-2023,CNY,81131.02,Expense,Technology,Advertising,Quinu,Debit Card,Business Development,CC-182 ,Failed,INV-08904,10-12-2024,07-01-2025,0
194,01-09-2024,15-07-2024,THB,92419.52,Income,Payroll,Advertising,Dabfeed,Cash,Engineering,CC-579 ,Failed,INV-41777,03-04-2025,23-03-2023,0
195,10-07-2023,15-02-2024,RUB,94032.35,Income,Operations,Logistics,Browsedrive,Bank Transfer,Training,CC-206 ,Reversed,INV-42394,02-03-2024,08-03-2024,0
196,28-05-2024,16-10-2024,IDR,93353.97,Expense,Payroll,Logistics,Yakijo,Credit Card,Support,CC-955 ,Pending,INV-58843,15-02-2025,22-03-2025,0
197,30-06-2024,09-03-2023,RUB,60271.71,Income,Administration,Cloud Services,Jatri,UPI,Marketing,CC-576 ,Reversed,INV-60357,31-03-2023,20-03-2025,0
198,24-03-2024,12-11-2023,NGN,0,Expense,Technology,Cloud Services,Twitterbridge,Debit Card,Services,CC-028 ,Pending,INV-19402,05-11-2024,14-02-2024,7909.99
199,14-07-2024,20-02-2024,HUF,47731,Transfer,Technology,Logistics,Voomm,Bank Transfer,Support,CC-524 ,Reversed,INV-34734,24-02-2024,15-12-2024,0
200,23-03-2024,08-07-2023,PHP,191170.22,Transfer,Administration,Rent,Livetube,Cash,Human Resources,CC-298 ,Posted,INV-62365,19-12-2024,16-02-2023,0
201,01-05-2024,22-10-2023,CNY,174537.94,Transfer,Marketing,Software Subscriptions,InnoZ,UPI,Accounting,CC-522 ,Failed,INV-75960,23-02-2024,12-08-2023,0
202,20-05-2024,27-12-2023,IDR,180424.43,Transfer,Operations,Rent,Jayo,UPI,Engineering,CC-295 ,Pending,INV-37906,01-06-2024,12-04-2023,0
203,09-04-2023,26-12-2024,PHP,94462.09,Expense,Technology,Rent,Skibox,Credit Card,Legal,CC-159 ,Posted,INV-25012,01-09-2023,19-06-2024,0
204,11-08-2023,,GBP,139067.8,Transfer,Sales,Logistics,Avamm,Bank Transfer,Accounting,CC-239 ,Failed,INV-43448,21-08-2023,06-02-2023,0
205,23-04-2023,08-03-2023,EUR,17478.25,Income,Sales,Software Subscriptions,Roombo,Debit Card,Human Resources,CC-502 ,Posted,INV-91697,13-11-2023,09-08-2023,0
206,11-02-2023,14-02-2023,CNY,119214.81,Transfer,Administration,Salaries,Meembee,Cash,Marketing,CC-698 ,Failed,INV-31835,16-08-2023,01-12-2024,0
207,29-09-2024,16-08-2024,SYP,157011.22,Expense,Payroll,Rent,Twitternation,UPI,Legal,CC-411 ,Reversed,INV-38247,13-06-2024,13-03-2025,0
208,28-07-2024,15-05-2023,CNY,189611.57,Transfer,Technology,Salaries,Shuffledrive,UPI,Research and Development,CC-074 ,Pending,INV-25422,24-07-2023,11-12-2023,0
209,11-06-2024,09-02-2024,ALL,0,Income,Payroll,Cloud Services,Browsecat,Debit Card,Product Management,CC-300 ,Reversed,INV-42967,01-10-2023,24-03-2025,7039.45
210,21-03-2024,29-04-2023,MAD,170008.05,Expense,Sales,Salaries,Lajo,Credit Card,Legal,CC-631 ,Failed,INV-80295,06-12-2023,05-04-2024,0
211,16-07-2024,30-09-2023,RUB,190810.05,Transfer,Sales,Salaries,Podcat,Bank Transfer,Engineering,CC-236 ,Pending,INV-71388,11-01-2024,25-08-2023,0
212,13-09-2024,24-06-2024,CNY,0,Income,Marketing,Logistics,Zoozzy,Cash,Business Development,CC-912 ,Failed,INV-92854,12-04-2023,26-07-2023,35550.96
213,26-08-2023,26-09-2024,IDR,68423.31,Income,Technology,Cloud Services,Trudoo,UPI,Marketing,CC-612 ,Posted,INV-65998,02-09-2023,07-04-2023,0
214,08-06-2024,,CNY,121833.38,Transfer,Marketing,Cloud Services,Omba,UPI,Services,CC-098 ,Failed,INV-42748,04-12-2023,29-04-2024,0
215,17-12-2024,28-03-2024,ILS,52622.66,Income,Marketing,Rent,Yozio,Cash,Support,CC-082 ,Pending,INV-70282,31-07-2024,06-03-2023,0
216,15-02-2023,14-02-2024,CNY,93080.53,Income,Operations,Salaries,Oyoyo,Debit Card,Accounting,CC-665 ,Pending,INV-56362,07-04-2023,11-07-2023,0
217,16-10-2024,18-12-2024,PEN,74452,Income,Technology,Cloud Services,Browsetype,Debit Card,Legal,CC-732 ,Failed,INV-04691,09-06-2024,18-02-2025,0
218,31-08-2023,01-10-2024,IDR,119707.3,Income,Technology,Salaries,Demizz,Cash,Support,CC-488 ,Reversed,INV-88978,22-06-2024,29-07-2024,0
219,26-09-2024,30-06-2024,RUB,107431.67,Transfer,Technology,Logistics,Twimm,UPI,Research and Development,CC-846 ,Posted,INV-50941,01-05-2024,09-11-2023,0
220,07-08-2024,06-04-2023,UGX,10714.44,Income,Technology,Advertising,Linklinks,Cash,Support,CC-242 ,Pending,INV-05981,15-11-2023,04-09-2023,0
221,02-01-2023,07-08-2023,KES,0,Income,Marketing,Logistics,Meedoo,Cash,Human Resources,CC-826 ,Reversed,INV-52666,25-08-2023,14-03-2024,15341.36
222,23-08-2023,,PLN,91663.23,Transfer,Sales,Salaries,Linklinks,Cash,Research and Development,CC-835 ,Posted,INV-57111,29-01-2023,29-01-2023,0
223,27-12-2024,18-09-2023,CZK,0,Expense,Sales,Software Subscriptions,Mita,Bank Transfer,Research and Development,CC-338 ,Reversed,INV-63361,31-08-2024,14-01-2024,32088.16
224,22-05-2023,05-04-2024,GTQ,153486.01,Income,Technology,Salaries,Jaloo,Debit Card,Training,CC-629 ,Pending,INV-22951,01-05-2024,17-03-2024,0
225,19-12-2023,19-06-2024,SEK,54464.35,Income,Operations,Advertising,Mudo,Bank Transfer,Legal,CC-263 ,Pending,INV-30621,17-05-2024,27-12-2023,0
226,02-09-2024,,USD,198109.79,Income,Payroll,Logistics,Twitterbridge,Bank Transfer,Research and Development,CC-694 ,Reversed,INV-74208,26-03-2024,26-03-2024,0
227,12-04-2024,,EUR,189111.97,Transfer,Operations,Software Subscriptions,Kayveo,UPI,Legal,CC-714 ,Reversed,INV-19451,03-07-2025,16-03-2023,0
228,23-10-2024,29-10-2024,EUR,143.53,Income,Sales,Salaries,Zoomlounge,Debit Card,Services,CC-432 ,Reversed,INV-22620,18-03-2024,07-01-2025,0
229,29-10-2023,29-02-2024,MXN,119136.15,Expense,Administration,Cloud Services,Photobean,UPI,Marketing,CC-333 ,Pending,INV-10435,29-10-2023,17-06-2023,0
230,04-08-2023,17-08-2024,EUR,12179.76,Expense,Sales,Software Subscriptions,Fivechat,Bank Transfer,Sales,CC-166 ,Pending,INV-81498,19-04-2023,26-04-2023,0
231,16-08-2024,29-08-2023,NGN,53737.39,Transfer,Marketing,Logistics,Fanoodle,Debit Card,Marketing,CC-978 ,Failed,INV-66542,01-06-2025,14-01-2024,0
232,21-11-2023,23-10-2024,IRR,63009.47,Income,Administration,Cloud Services,Oyonder,Credit Card,Engineering,CC-952 ,Failed,INV-36458,06-10-2023,30-05-2023,0
233,18-05-2023,08-12-2023,CNY,142947.09,Expense,Technology,Salaries,Rhyzio,Bank Transfer,Marketing,CC-030 ,Failed,INV-64646,17-09-2023,07-05-2023,0
234,16-07-2024,11-11-2023,PHP,0,Income,Administration,Cloud Services,Twimm,Credit Card,Services,CC-013 ,Posted,INV-96728,09-10-2024,03-02-2025,42450.9
235,04-01-2024,24-09-2024,PLN,68099.33,Income,Operations,Rent,Gigabox,Debit Card,Research and Development,CC-527 ,Posted,INV-32904,27-06-2024,12-08-2024,0
236,04-02-2023,05-07-2024,USD,0,Expense,Technology,Logistics,Realpoint,Credit Card,Support,CC-592 ,Posted,INV-42582,03-02-2025,05-02-2025,43096.08
237,11-08-2023,23-10-2023,CNY,64746.64,Income,Operations,Logistics,Kare,Cash,Legal,CC-951 ,Failed,INV-10350,28-12-2024,09-05-2024,0
238,09-06-2023,22-05-2024,PHP,53099.13,Transfer,Technology,Logistics,Digitube,Debit Card,Services,CC-710 ,Pending,INV-06770,08-07-2023,27-03-2023,0
239,13-06-2024,20-10-2024,IDR,131264.32,Transfer,Operations,Software Subscriptions,Skyvu,Cash,Research and Development,CC-561 ,Reversed,INV-52128,17-10-2023,04-12-2024,0
240,09-01-2024,29-06-2024,IDR,0,Transfer,Marketing,Logistics,Yoveo,Bank Transfer,Legal,CC-472 ,Failed,INV-96803,08-03-2024,28-03-2023,22942.13
241,19-03-2023,05-08-2024,SEK,121058.25,Transfer,Technology,Software Subscriptions,Plambee,Debit Card,Services,CC-203 ,Reversed,INV-51906,18-12-2024,13-01-2023,0
242,28-12-2024,25-10-2024,CNY,0,Transfer,Administration,Advertising,Tanoodle,Debit Card,Marketing,CC-842 ,Reversed,INV-16378,17-06-2024,31-05-2024,4628.27
243,16-12-2024,19-12-2024,VEF,156103.37,Transfer,Payroll,Cloud Services,Blogtag,Cash,Services,CC-596 ,Pending,INV-60841,16-01-2023,01-03-2024,0
244,23-09-2023,13-08-2023,RSD,0,Transfer,Payroll,Logistics,Cogibox,UPI,Engineering,CC-120 ,Reversed,INV-52603,18-01-2025,02-06-2023,44166.72
245,03-07-2024,14-05-2023,PHP,14369.53,Transfer,Technology,Cloud Services,Wikivu,Debit Card,Product Management,CC-665 ,Failed,INV-01007,14-03-2024,21-03-2023,0
246,30-03-2024,15-07-2023,CNY,67557.42,Expense,Payroll,Salaries,Thoughtbridge,Debit Card,Business Development,CC-405 ,Failed,INV-99980,21-03-2023,12-08-2023,0
247,08-12-2023,07-02-2023,SEK,0,Expense,Payroll,Rent,Centimia,Debit Card,Sales,CC-894 ,Failed,INV-46787,03-02-2025,30-07-2023,19063.37
248,28-11-2024,02-01-2024,CNY,83859.98,Expense,Administration,Rent,Skalith,Cash,Engineering,CC-255 ,Posted,INV-02292,07-03-2024,24-09-2024,0
249,07-06-2024,19-06-2024,PHP,107926.4,Income,Marketing,Advertising,Thoughtstorm,Debit Card,Services,CC-082 ,Pending,INV-33867,30-04-2024,19-02-2025,0
250,30-06-2023,10-05-2023,PEN,165951.87,Expense,Payroll,Rent,Eabox,Cash,Training,CC-878 ,Pending,INV-74422,22-03-2024,05-09-2024,0
251,30-09-2023,30-09-2024,PEN,88645.68,Transfer,Marketing,Software Subscriptions,Avamm,Credit Card,Sales,CC-826 ,Pending,INV-34649,30-04-2023,02-05-2024,0
252,24-10-2023,19-10-2024,ZAR,25368.78,Transfer,Operations,Logistics,Divape,Debit Card,Business Development,CC-199 ,Reversed,INV-17634,06-04-2024,20-12-2023,0
253,16-02-2023,03-03-2024,JPY,23329.14,Expense,Technology,Advertising,Camido,Credit Card,Support,CC-675 ,Failed,INV-80208,17-11-2024,10-09-2023,0
254,01-12-2024,21-01-2024,EUR,61986.32,Income,Administration,Software Subscriptions,Dabvine,Bank Transfer,Training,CC-493 ,Posted,INV-10045,30-11-2024,22-02-2025,0
255,26-09-2023,29-02-2024,EUR,127439.47,Expense,Operations,Rent,Plajo,Cash,Services,CC-026 ,Posted,INV-87417,26-06-2024,15-05-2023,0
256,20-07-2023,31-03-2024,CNY,95770.02,Expense,Payroll,Software Subscriptions,Livetube,UPI,Research and Development,CC-709 ,Pending,INV-54880,05-09-2024,22-03-2023,0
257,27-08-2024,17-07-2024,CNY,71335.41,Income,Payroll,Software Subscriptions,Trilith,Debit Card,Engineering,CC-689 ,Posted,INV-46487,18-05-2023,13-03-2024,0
258,07-06-2024,13-09-2023,EUR,0,Expense,Payroll,Advertising,Jetwire,Cash,Legal,CC-917 ,Reversed,INV-56988,09-06-2023,19-10-2024,36995.83
259,29-01-2024,04-05-2023,CNY,185973.08,Income,Operations,Cloud Services,Vinder,UPI,Legal,CC-032 ,Reversed,INV-26389,10-12-2024,30-11-2023,0
260,04-11-2024,,CNY,49877.64,Expense,Marketing,Cloud Services,Zooxo,UPI,Services,CC-203 ,Reversed,INV-08583,26-11-2023,14-03-2024,0
261,29-10-2023,09-04-2023,CNY,6517.82,Transfer,Sales,Cloud Services,Vitz,Cash,Legal,CC-144 ,Pending,INV-01670,04-05-2024,19-04-2024,0
262,05-05-2024,11-06-2024,JPY,127977.52,Transfer,Payroll,Rent,Browsetype,Credit Card,Support,CC-378 ,Pending,INV-16224,09-03-2023,15-02-2025,0
263,21-10-2023,13-01-2023,RUB,119034.93,Expense,Payroll,Cloud Services,Quimba,Debit Card,Services,CC-963 ,Failed,INV-13867,10-09-2024,27-08-2024,0
264,22-04-2024,10-03-2023,SEK,134298.91,Expense,Sales,Cloud Services,Dabjam,Bank Transfer,Training,CC-288 ,Pending,INV-00259,20-04-2023,30-04-2023,0
265,27-10-2024,30-10-2024,MYR,117677.73,Income,Payroll,Logistics,Twitternation,UPI,Accounting,CC-968 ,Posted,INV-86606,02-01-2024,29-03-2024,0
266,11-08-2024,05-01-2024,BRL,0,Income,Payroll,Cloud Services,Topiclounge,Credit Card,Accounting,CC-197 ,Failed,INV-29840,05-09-2024,16-02-2023,13350.32
267,16-06-2024,27-12-2024,CZK,0,Expense,Technology,Logistics,Mydeo,Credit Card,Human Resources,CC-694 ,Failed,INV-81738,13-01-2025,25-11-2024,42580.98
268,09-02-2024,02-09-2024,RUB,29312.8,Transfer,Technology,Advertising,Youopia,Debit Card,Training,CC-527 ,Pending,INV-63832,24-02-2023,28-01-2025,0
269,02-12-2023,11-03-2023,JPY,0,Transfer,Payroll,Rent,Flashpoint,Bank Transfer,Sales,CC-063 ,Pending,INV-28347,05-11-2024,21-01-2024,23194.99
270,08-06-2024,23-10-2023,EUR,198694.38,Transfer,Marketing,Logistics,Eare,Cash,Support,CC-715 ,Reversed,INV-16250,26-07-2024,27-03-2023,0
271,13-03-2023,04-08-2024,SEK,16465.78,Income,Technology,Software Subscriptions,Flashdog,Cash,Support,CC-313 ,Pending,INV-37040,02-05-2023,03-01-2023,0
272,07-08-2023,09-12-2024,EUR,187362.47,Transfer,Payroll,Software Subscriptions,Skipfire,Cash,Marketing,CC-211 ,Pending,INV-30372,07-04-2023,10-02-2025,0
273,28-03-2024,05-10-2023,IDR,84094.64,Income,Payroll,Logistics,Ntags,Bank Transfer,Engineering,CC-921 ,Failed,INV-15074,24-02-2024,13-10-2024,0
274,04-07-2023,27-06-2024,CNY,21324.5,Expense,Administration,Logistics,Eazzy,UPI,Services,CC-743 ,Failed,INV-14364,09-03-2024,13-09-2024,0
275,20-09-2024,24-01-2023,CNY,28944.77,Transfer,Payroll,Rent,Bluejam,UPI,Research and Development,CC-244 ,Posted,INV-91139,31-03-2024,08-08-2024,0
276,24-09-2024,,IDR,85421.57,Income,Sales,Logistics,Rhycero,Credit Card,Accounting,CC-047 ,Posted,INV-38537,26-10-2023,16-02-2023,0
277,23-06-2024,26-12-2023,IDR,35142.77,Income,Payroll,Software Subscriptions,Eimbee,Cash,Engineering,CC-293 ,Failed,INV-37301,24-04-2024,28-02-2023,0
278,25-07-2024,26-01-2023,IDR,40416.53,Income,Administration,Cloud Services,Blognation,Bank Transfer,Training,CC-075 ,Pending,INV-52467,24-01-2025,25-04-2023,0
279,17-08-2024,12-09-2024,PEN,117734.24,Transfer,Technology,Advertising,Linkbridge,Bank Transfer,Sales,CC-858 ,Failed,INV-00172,10-09-2023,06-10-2024,0
280,11-05-2023,27-10-2024,THB,25438.06,Expense,Payroll,Cloud Services,Linkbuzz,Bank Transfer,Sales,CC-454 ,Failed,INV-58044,09-05-2024,17-02-2025,0
281,31-05-2023,26-11-2023,IDR,172390.97,Income,Technology,Logistics,Fadeo,Bank Transfer,Sales,CC-013 ,Posted,INV-50124,09-08-2024,14-11-2023,0
282,04-06-2023,15-10-2024,CZK,38953.7,Expense,Technology,Salaries,Trudeo,Cash,Training,CC-536 ,Failed,INV-87210,18-05-2023,03-02-2023,0
283,07-07-2024,,PHP,194983.34,Income,Technology,Salaries,Flashspan,Credit Card,Training,CC-151 ,Posted,INV-99451,11-10-2024,18-04-2023,0
284,21-05-2024,03-04-2024,EUR,183405.76,Transfer,Technology,Software Subscriptions,Geba,Bank Transfer,Legal,CC-526 ,Pending,INV-53160,14-10-2024,08-03-2024,0
285,18-04-2023,15-07-2023,HTG,121477.4,Expense,Technology,Cloud Services,Skidoo,Debit Card,Marketing,CC-557 ,Reversed,INV-39119,12-03-2023,16-09-2023,0
286,17-05-2023,27-08-2023,BOB,97017.96,Transfer,Marketing,Software Subscriptions,Aivee,Debit Card,Business Development,CC-646 ,Failed,INV-61674,25-04-2023,04-01-2023,0
287,16-04-2023,,EUR,0,Income,Administration,Software Subscriptions,Yata,Debit Card,Legal,CC-799 ,Reversed,INV-24954,13-07-2023,10-12-2023,40947.9
288,11-03-2024,01-02-2024,CUP,18916.52,Transfer,Operations,Software Subscriptions,Edgeblab,Bank Transfer,Marketing,CC-899 ,Failed,INV-17481,01-03-2025,07-05-2023,0
289,08-08-2023,10-06-2024,EUR,184601.66,Transfer,Sales,Logistics,Vipe,UPI,Sales,CC-557 ,Failed,INV-62185,03-06-2023,13-12-2024,0
290,08-02-2024,31-03-2024,EUR,52847.21,Income,Sales,Rent,Mybuzz,Cash,Legal,CC-298 ,Failed,INV-48306,13-09-2024,05-05-2024,0
291,28-01-2023,06-09-2023,KMF,179069.18,Income,Sales,Salaries,Voonix,UPI,Engineering,CC-177 ,Reversed,INV-96329,13-03-2023,15-03-2025,0
292,12-06-2023,,CZK,125895.08,Income,Payroll,Rent,Cogidoo,Credit Card,Human Resources,CC-325 ,Pending,INV-38533,07-03-2024,17-05-2023,0
293,05-11-2023,16-03-2023,THB,1617.64,Transfer,Administration,Salaries,Vinte,UPI,Legal,CC-560 ,Posted,INV-30021,28-11-2024,27-04-2024,0
294,20-04-2023,04-04-2023,CNY,0,Transfer,Administration,Rent,Skiba,Debit Card,Marketing,CC-134 ,Posted,INV-19677,07-03-2024,06-05-2024,39200.97
295,20-05-2023,23-04-2024,COP,163908.96,Expense,Operations,Rent,Blogpad,Cash,Product Management,CC-597 ,Reversed,INV-38527,16-10-2023,19-03-2024,0
296,10-12-2024,17-03-2023,BRL,104205.2,Transfer,Payroll,Rent,Brainbox,Bank Transfer,Marketing,CC-577 ,Posted,INV-21002,23-09-2023,03-07-2023,0
297,08-11-2024,17-02-2024,USD,0,Income,Administration,Software Subscriptions,Rooxo,Bank Transfer,Engineering,CC-850 ,Reversed,INV-09521,03-02-2023,12-10-2023,17329.94
298,04-10-2023,18-09-2023,RUB,123774.27,Transfer,Payroll,Advertising,DabZ,Credit Card,Business Development,CC-094 ,Pending,INV-98444,10-04-2024,13-03-2025,0
299,02-07-2024,19-05-2024,IDR,91584.14,Transfer,Marketing,Salaries,Leenti,Cash,Services,CC-983 ,Reversed,INV-06965,16-03-2025,29-01-2025,0
300,27-07-2024,02-01-2023,CNY,9605.19,Expense,Marketing,Logistics,Vidoo,Bank Transfer,Business Development,CC-384 ,Posted,INV-30516,01-05-2025,28-06-2024,0
301,19-03-2024,08-12-2023,HRK,109444.84,Expense,Marketing,Cloud Services,Skyndu,Cash,Product Management,CC-974 ,Posted,INV-35619,08-09-2024,13-11-2024,0
302,30-10-2023,12-03-2023,AFN,58026.63,Transfer,Marketing,Cloud Services,Quire,Bank Transfer,Business Development,CC-712 ,Posted,INV-86991,05-09-2024,24-03-2023,0
303,03-07-2024,28-04-2023,JPY,0,Income,Administration,Software Subscriptions,Centizu,Credit Card,Marketing,CC-856 ,Pending,INV-49377,18-12-2023,02-04-2024,49251.35
